query_id	corpus_id	score
5a72ba165542992359bc318a	1197992	1
5a7558425542992db9473647	124485	1
5a7558425542992db9473647	431442	1
5abadcb35542996606241647	38320837	1
5abadcb35542996606241647	26919	1
5ae610e55542995703ce8ae1	16510723	1
5ae610e55542995703ce8ae1	1250688	1
5ae31ca155429928c4239608	739362	1
5ae31ca155429928c4239608	30685	1
5abd94525542992ac4f382d2	43665973	1
5abd94525542992ac4f382d2	40901645	1
5ae5dae2554299546bf82fa4	45167843	1
5ae5dae2554299546bf82fa4	26786	1
5a810c44554299260e20a221	15396163	1
5a810c44554299260e20a221	31446	1
5abac89d55429901930fa8b5	4239155	1
5abac89d55429901930fa8b5	299034	1
5a8e06785542995085b37383	1019192	1
5a8e06785542995085b37383	23998972	1
5ab841d15542990e739ec89d	545848	1
5ab841d15542990e739ec89d	67018	1
5ac41f1d5542991943173924	22217	1
5ac41f1d5542991943173924	700112	1
5a738fb4554299623ed4abf9	23190485	1
5a738fb4554299623ed4abf9	305376	1
5ae78f3b554299540e5a5608	53078572	1
5ae78f3b554299540e5a5608	45167756	1
5a78eb8155429970f5fffdd2	7491	1
5a78eb8155429970f5fffdd2	63576	1
5a7542425542996c70cfaecc	2317832	1
5a7542425542996c70cfaecc	449749	1
5ab5f249554299488d4d9a5d	35527065	1
5ab5f249554299488d4d9a5d	3397846	1
5a721bbc55429971e9dc9279	52495943	1
5a721bbc55429971e9dc9279	17578151	1
5ab7c6995542993667794005	30864891	1
5ab7c6995542993667794005	884570	1
5a8e00515542995a26add454	33884405	1
5a8e00515542995a26add454	16598925	1
5a81e107554299676cceb12a	44101607	1
5a81e107554299676cceb12a	43633622	1
5ac3e22d5542997ea680c976	17190106	1
5ac3e22d5542997ea680c976	9287211	1
5ab98608554299131ca42362	5215498	1
5ab98608554299131ca42362	931479	1
5ab69f13554299710c8d1ef3	614115	1
5ab69f13554299710c8d1ef3	720040	1
5a77731955429972597f1541	1653649	1
5a77731955429972597f1541	116157	1
5abd38285542993062266c19	97415	1
5abd38285542993062266c19	2809158	1
5ab36c3f55429969a97a8146	47728446	1
5ab36c3f55429969a97a8146	625674	1
5abd724b55429924427fcfd9	2962586	1
5abd724b55429924427fcfd9	124643	1
5ae45adc55429970de88d93f	13768665	1
5ae45adc55429970de88d93f	372799	1
5a8b4d5e5542995d1e6f135c	13164997	1
5a8b4d5e5542995d1e6f135c	412158	1
5a874f20554299211dda2bd6	479113	1
5a874f20554299211dda2bd6	598911	1
5a738b855542992d56e7e363	53830	1
5a738b855542992d56e7e363	52328732	1
5ae5e8dc554299546bf82fbe	410591	1
5ae5e8dc554299546bf82fbe	32498015	1
5a865e785542991e7718161b	15186436	1
5a865e785542991e7718161b	1882447	1
5ae0fb8855429920d523425b	41624363	1
5ae0fb8855429920d523425b	29832992	1
5ae34b275542992e3233c371	1979481	1
5ae34b275542992e3233c371	163494	1
5ae1dac85542997283cd229a	50221477	1
5ae1dac85542997283cd229a	3668937	1
5a7bf84b5542996dd594b875	42092737	1
5a7bf84b5542996dd594b875	29007213	1
5a8bbfb15542995e66a474f6	42966521	1
5a8bbfb15542995e66a474f6	3983307	1
5ab925c755429919ba4e23d6	13292289	1
5ab925c755429919ba4e23d6	1349706	1
5a758f775542992db9473682	1174536	1
5a758f775542992db9473682	126641	1
5ae3ff575542995dadf242aa	5631048	1
5ae3ff575542995dadf242aa	52593	1
5a72160e55429971e9dc9253	10751162	1
5a72160e55429971e9dc9253	430914	1
5a89a74e554299669944a562	54826893	1
5a89a74e554299669944a562	28190354	1
5a737d3c55429908901be2c8	46899865	1
5a737d3c55429908901be2c8	27019	1
5adf430e5542993a75d2645e	3613172	1
5adf430e5542993a75d2645e	33950159	1
5a848eff5542990548d0b2cd	2459108	1
5a848eff5542990548d0b2cd	3627963	1
5a7a05485542990198eaf04c	8915757	1
5a7a05485542990198eaf04c	16948	1
5a71148b5542994082a3e567	4403170	1
5a71148b5542994082a3e567	46954744	1
5ac00cde554299012d1db58a	16594592	1
5ac00cde554299012d1db58a	6047259	1
5a899b6455429946c8d6e955	4946798	1
5a899b6455429946c8d6e955	471247	1
5a8cea40554299441c6b9f76	358869	1
5a8cea40554299441c6b9f76	43519168	1
5ade450b5542997c77adedc5	124770	1
5ade450b5542997c77adedc5	10682043	1
5a78cc7c55429974737f789f	43906585	1
5a78cc7c55429974737f789f	43906636	1
5abee75f5542993fe9a41d8e	51486628	1
5abee75f5542993fe9a41d8e	82862	1
5abc805a554299658360045b	341903	1
5abc805a554299658360045b	15165188	1
5a8bd2f95542997f31a41dd2	14360011	1
5a8bd2f95542997f31a41dd2	2061696	1
5a7150c75542994082a3e7be	36978910	1
5a7150c75542994082a3e7be	1374651	1
5a7a77425542995eb53be83e	1358569	1
5a7a77425542995eb53be83e	8483781	1
5abf30185542990832d3a13f	9663574	1
5abf30185542990832d3a13f	40125470	1
5ab43b9d5542990594ba9bc3	18077799	1
5ab43b9d5542990594ba9bc3	179025	1
5a8f54215542992414482a54	2860246	1
5a8f54215542992414482a54	534396	1
5a8ab6be5542992d82986f5f	9091875	1
5a8ab6be5542992d82986f5f	14498090	1
5a862974554299211dda2a95	5721333	1
5a862974554299211dda2a95	1325535	1
5adfeb0555429942ec259b88	21402308	1
5adfeb0555429942ec259b88	319947	1
5a87d8355542993e715abfe4	53128875	1
5a87d8355542993e715abfe4	1244384	1
5a84e4bc5542997b5ce3ff81	33768500	1
5a84e4bc5542997b5ce3ff81	25452788	1
5a8347d65542996488c2e3f6	30094148	1
5a8347d65542996488c2e3f6	464883	1
5a7aa0a55542990198eaf165	53835221	1
5a7aa0a55542990198eaf165	2599284	1
5ae0b8bb55429924de1b7145	1133306	1
5ae0b8bb55429924de1b7145	1208294	1
5ae2e8e05542991a06ce98fb	28737843	1
5ae2e8e05542991a06ce98fb	11772389	1
5a7faa215542995d8a8ddee8	2043323	1
5a7faa215542995d8a8ddee8	125231	1
5ab67cf455429954757d3302	45609404	1
5ab67cf455429954757d3302	15326144	1
5adf39765542993a75d26435	2178180	1
5adf39765542993a75d26435	14179	1
5abe92de5542993f32c2a16b	1377176	1
5abe92de5542993f32c2a16b	3126254	1
5ae1599155429901ffe4ae7b	14309045	1
5ae1599155429901ffe4ae7b	2234151	1
5ab5a3fb5542997d4ad1f19b	22561585	1
5ab5a3fb5542997d4ad1f19b	1103138	1
5a74397055429974ef308bbe	35968269	1
5a74397055429974ef308bbe	1664132	1
5a8ec7cc5542995a26add518	816207	1
5a8ec7cc5542995a26add518	3609641	1
5a7b215f55429931da12c9e3	422556	1
5a7b215f55429931da12c9e3	1006483	1
5ab29624554299545a2cf9b5	9004099	1
5ab29624554299545a2cf9b5	5356554	1
5a7cdc54554299683c1c63a5	5189952	1
5a7cdc54554299683c1c63a5	350584	1
5ae2070a5542994d89d5b313	428029	1
5ae2070a5542994d89d5b313	38759285	1
5add6f975542992200553b18	308485	1
5add6f975542992200553b18	38935	1
5ade1f1c55429939a52fe82d	891601	1
5ade1f1c55429939a52fe82d	1752246	1
5a7384755542992d56e7e354	245695	1
5a7384755542992d56e7e354	1528132	1
5a8dcbc0554299068b959df4	2850867	1
5a8dcbc0554299068b959df4	1212038	1
5adea83b55429975fa854f53	28652646	1
5adea83b55429975fa854f53	572573	1
5add63845542992ae4cec541	30034716	1
5add63845542992ae4cec541	641975	1
5a794f8155429970f5fffe95	3834390	1
5a794f8155429970f5fffe95	782651	1
5a75fa8c55429976ec32bcda	13426694	1
5a75fa8c55429976ec32bcda	172299	1
5a8787915542996e4f30882e	45266920	1
5a8787915542996e4f30882e	4193180	1
5ae46b615542995dadf24327	382196	1
5ae46b615542995dadf24327	38773	1
5ac119335542992a796dede4	21120830	1
5ac119335542992a796dede4	159344	1
5a8836445542997e5c09a5a5	54212541	1
5a8836445542997e5c09a5a5	458618	1
5ab520645542991779162d85	6103239	1
5ab520645542991779162d85	651532	1
5ab504865542991779162d52	28284264	1
5ab504865542991779162d52	30404223	1
5a7cba005542990527d55516	30630398	1
5a7cba005542990527d55516	67756	1
5ab2979c554299449642c919	43271109	1
5ab2979c554299449642c919	40403652	1
5ae365205542990afbd1e12d	3471986	1
5ae365205542990afbd1e12d	228211	1
5a8cc08455429941ae14deea	2112793	1
5a8cc08455429941ae14deea	2112996	1
5ae7793c554299540e5a55c2	46823925	1
5ae7793c554299540e5a55c2	13475191	1
5ae0b9b155429924de1b7152	379915	1
5ae0b9b155429924de1b7152	194037	1
5a8e0b7f5542995085b373ae	39469127	1
5a8e0b7f5542995085b373ae	884845	1
5a8c06bb5542995e66a47530	7836349	1
5a8c06bb5542995e66a47530	175028	1
5ac13f425542991316484a96	2486450	1
5ac13f425542991316484a96	264229	1
5ac0a18a5542992a796ded41	5182584	1
5ac0a18a5542992a796ded41	701677	1
5a8f9c3f554299458435d69a	19348174	1
5a8f9c3f554299458435d69a	171038	1
5ab2f50a55429929539468cd	27260437	1
5ab2f50a55429929539468cd	693711	1
5ab67c0055429954757d32f6	42760343	1
5ab67c0055429954757d32f6	1851755	1
5a73471a5542991f9a20c6d7	30583715	1
5a73471a5542991f9a20c6d7	2624942	1
5a7f567e5542992097ad2f22	1997209	1
5a7f567e5542992097ad2f22	2873807	1
5ac46a8b5542991943173980	238573	1
5ac46a8b5542991943173980	43771034	1
5a80ad205542992bc0c4a79d	20217190	1
5a80ad205542992bc0c4a79d	2364715	1
5ae641f65542992ae0d162a3	22730666	1
5ae641f65542992ae0d162a3	14382613	1
5ae6f2a7554299572ea5464a	1234317	1
5ae6f2a7554299572ea5464a	10730517	1
5a887f5c554299206df2b2c0	20658467	1
5a887f5c554299206df2b2c0	102096	1
5a7f2d3e5542993067513675	268993	1
5a7f2d3e5542993067513675	693749	1
5a7c220b5542990527d5545c	26748036	1
5a7c220b5542990527d5545c	526703	1
5ac1c9a15542994ab5c67e1c	53473062	1
5ac1c9a15542994ab5c67e1c	85423	1
5ae5c74d554299546bf82f58	39794986	1
5ae5c74d554299546bf82f58	473007	1
5ab5cb4f554299637185c616	48895111	1
5ab5cb4f554299637185c616	30978	1
5ae0132d55429925eb1afc00	18207527	1
5ae0132d55429925eb1afc00	136882	1
5a7b12a355429927d897bf2a	10829021	1
5a7b12a355429927d897bf2a	5638067	1
5adf86b45542993344016cc1	7751190	1
5adf86b45542993344016cc1	54386	1
5abc0ac455429959677d6a01	10931957	1
5abc0ac455429959677d6a01	161301	1
5a7ce6bf55429909bec7686c	42460472	1
5a7ce6bf55429909bec7686c	3241238	1
5a81b99c5542995ce29dcc56	44541097	1
5a81b99c5542995ce29dcc56	339	1
5ae7257a554299572ea54731	49415983	1
5ae7257a554299572ea54731	1891886	1
5ae81b2755429952e35eaa1e	28976206	1
5ae81b2755429952e35eaa1e	50206	1
5abc5951554299114383a116	45260052	1
5abc5951554299114383a116	36285901	1
5a81b7205542990a1d231e79	7242849	1
5a81b7205542990a1d231e79	690640	1
5a804510554299485f5985af	49212346	1
5a804510554299485f5985af	43949862	1
5ae2a9c6554299492dc91c42	618687	1
5ae2a9c6554299492dc91c42	3435016	1
5abf1e825542997ec76fd3cb	45366326	1
5abf1e825542997ec76fd3cb	3824986	1
5add13b15542994ed6169c65	17287648	1
5add13b15542994ed6169c65	226214	1
5ae07db855429945ae95937a	38073620	1
5ae07db855429945ae95937a	37884643	1
5a72944c5542994cef4bc351	1025471	1
5a72944c5542994cef4bc351	1199884	1
5a74a62b55429916b01641a0	479093	1
5a74a62b55429916b01641a0	184079	1
5ab2af1655429929539467eb	10068088	1
5ab2af1655429929539467eb	267239	1
5abb8e2d554299642a094aa4	846311	1
5abb8e2d554299642a094aa4	438281	1
5ac54f8d5542993e66e822f5	404048	1
5ac54f8d5542993e66e822f5	1208	1
5a78fe8155429970f5fffe11	1281546	1
5a78fe8155429970f5fffe11	595777	1
5abdf1fe55429976d4830a31	24758230	1
5abdf1fe55429976d4830a31	55135110	1
5a8e276b5542995a26add468	2071751	1
5a8e276b5542995a26add468	54503	1
5abee69c5542993fe9a41d8b	11329344	1
5abee69c5542993fe9a41d8b	33921	1
5a8834f05542994846c1ce26	25566244	1
5a8834f05542994846c1ce26	60587	1
5a83041355429966c78a6ae8	92353	1
5a83041355429966c78a6ae8	36069998	1
5aba768c55429901930fa7e0	3661755	1
5aba768c55429901930fa7e0	569820	1
5a8c6342554299240d9c214a	3821356	1
5a8c6342554299240d9c214a	19373302	1
5a83c56d5542996488c2e4c3	3238840	1
5a83c56d5542996488c2e4c3	952655	1
5addfdfa5542997dc790710b	111267	1
5addfdfa5542997dc790710b	3244595	1
5a7c68575542996dd594b91c	1299675	1
5a7c68575542996dd594b91c	972271	1
5abdcea955429965af743e5a	25679549	1
5abdcea955429965af743e5a	9537085	1
5a85df525542994c784ddb9f	47132601	1
5a85df525542994c784ddb9f	1573080	1
5ae0d9c555429924de1b719a	13998846	1
5ae0d9c555429924de1b719a	1255367	1
5ae0b68e55429906c02daafb	29789170	1
5ae0b68e55429906c02daafb	9288	1
5ab4071955429976abd1bd38	7416129	1
5ab4071955429976abd1bd38	53494	1
5a89a82c5542993b751ca973	845609	1
5a89a82c5542993b751ca973	225718	1
5a793d335542994bb9456fca	12546101	1
5a793d335542994bb9456fca	26146987	1
5ab7f3285542992aa3b8c88f	49072098	1
5ab7f3285542992aa3b8c88f	141986	1
5a908aaa55429933b8a20545	433968	1
5a908aaa55429933b8a20545	62075	1
5a8a07af55429970aeb70222	294550	1
5a8a07af55429970aeb70222	263637	1
5a7e1a5455429965cec5ea5f	11337194	1
5a7e1a5455429965cec5ea5f	2401235	1
5a8dd5f955429917b4a5bcc7	34612184	1
5a8dd5f955429917b4a5bcc7	348734	1
5a84bc5b5542991dd0999dc3	3183105	1
5a84bc5b5542991dd0999dc3	3183089	1
5ac3b40a554299741d48a2e5	363067	1
5ac3b40a554299741d48a2e5	255102	1
5ab6e865554299710c8d1fad	8397	1
5ab6e865554299710c8d1fad	2043134	1
5ae537a855429960a22e0266	36696156	1
5ae537a855429960a22e0266	464847	1
5a87ee7b55429938390d3eb6	12979541	1
5a87ee7b55429938390d3eb6	252803	1
5abd13b655429924427fceea	33125815	1
5abd13b655429924427fceea	416688	1
5ae322b75542994393b9e622	37103670	1
5ae322b75542994393b9e622	3721279	1
5a79c1185542994bb9457065	37854945	1
5a79c1185542994bb9457065	1449437	1
5ab7f27e5542991d322237d6	3724095	1
5ab7f27e5542991d322237d6	2566183	1
5ae3b1ba5542992f92d82343	46877995	1
5ae3b1ba5542992f92d82343	40944797	1
5abbf519554299114383a0ad	604122	1
5abbf519554299114383a0ad	336343	1
5ae8027d5542993210984031	7657343	1
5ae8027d5542993210984031	1205862	1
5a729e7b5542992359bc313d	7165129	1
5a729e7b5542992359bc313d	734935	1
5ae22eae554299495565da30	18649520	1
5ae22eae554299495565da30	124623	1
5a8b397955429971feec4674	2148294	1
5a8b397955429971feec4674	81795	1
5ac373195542995ef918c199	3690786	1
5ac373195542995ef918c199	242080	1
5a7600275542994ccc91867a	43741831	1
5a7600275542994ccc91867a	41743853	1
5ae402085542995dadf242ca	33246575	1
5ae402085542995dadf242ca	24960522	1
5a8f1cfa554299458435d581	2319248	1
5a8f1cfa554299458435d581	3762237	1
5ae32c935542990afbd1e0bd	39766494	1
5ae32c935542990afbd1e0bd	235719	1
5add98ef5542997545bbbd82	30871384	1
5add98ef5542997545bbbd82	28176	1
5ae356045542990afbd1e10d	10989055	1
5ae356045542990afbd1e10d	5883363	1
5a7647505542992d0ec06089	1520733	1
5a7647505542992d0ec06089	142695	1
5a7b374c5542995eb53be8cc	30995377	1
5a7b374c5542995eb53be8cc	4491426	1
5a79c1095542996c55b2dc62	19669979	1
5a79c1095542996c55b2dc62	3488328	1
5abd0b6b5542996e802b46b4	12606714	1
5abd0b6b5542996e802b46b4	3298283	1
5ae3a0be5542991a06ce9a05	48727953	1
5ae3a0be5542991a06ce9a05	9189501	1
5abe45b855429976d4830ad0	1123210	1
5abe45b855429976d4830ad0	343022	1
5a8198565542995ce29dcc13	2444738	1
5a8198565542995ce29dcc13	4886300	1
5a776a805542993735360269	15757816	1
5a776a805542993735360269	1683375	1
5aba9db7554299232ef4a361	23481663	1
5aba9db7554299232ef4a361	6351910	1
5ae68fcb5542992ae0d1635b	44121216	1
5ae68fcb5542992ae0d1635b	645289	1
5a7e0ed25542991319bc9424	4939206	1
5a7e0ed25542991319bc9424	1574246	1
5abe765a55429976d4830b1f	12472317	1
5abe765a55429976d4830b1f	238832	1
5aba510f5542994dbf0198d6	53781234	1
5aba510f5542994dbf0198d6	25407774	1
5ab5499e5542992aa134a295	33691439	1
5ab5499e5542992aa134a295	3726249	1
5ae537895542990ba0bbb234	2517669	1
5ae537895542990ba0bbb234	2542604	1
5ae40a2955429970de88d8a3	966848	1
5ae40a2955429970de88d8a3	559961	1
5a7cd8da55429909bec76845	660968	1
5a7cd8da55429909bec76845	38543	1
5abc0a5d5542993f40c73c64	28039883	1
5abc0a5d5542993f40c73c64	7623313	1
5a758ce05542992db947367c	24994945	1
5a758ce05542992db947367c	170490	1
5a820f2c55429926c1cdae17	613476	1
5a820f2c55429926c1cdae17	21325855	1
5a7730015542994aec3b7210	20773616	1
5a7730015542994aec3b7210	2655089	1
5a714bb35542994082a3e78f	37934	1
5a714bb35542994082a3e78f	94339	1
5a7de63c5542995f4f4022f5	663	1
5a7de63c5542995f4f4022f5	80897	1
5ae0cf8355429945ae959464	209416	1
5ae0cf8355429945ae959464	18636054	1
5a8e0cb85542995085b373b2	2069950	1
5a8e0cb85542995085b373b2	47167080	1
5a8066d15542992097ad2fe8	10093062	1
5a8066d15542992097ad2fe8	175864	1
5ac199955542994ab5c67d8c	27954628	1
5ac199955542994ab5c67d8c	10309519	1
5ac2659b55429963665199a1	53982758	1
5ac2659b55429963665199a1	3815624	1
5a9068075542990a9849361a	165887	1
5a9068075542990a9849361a	1762010	1
5ae7ef625542994a481bbe40	33516416	1
5ae7ef625542994a481bbe40	2999461	1
5ae67def5542991bbc9760f3	13999195	1
5ae67def5542991bbc9760f3	18432521	1
5ae54c085542992663a4f1c4	27287532	1
5ae54c085542992663a4f1c4	335568	1
5a7ce50f55429909bec76869	11899948	1
5a7ce50f55429909bec76869	76442	1
5abaf4535542996cc5e49f35	36987291	1
5abaf4535542996cc5e49f35	7889685	1
5abface75542990832d3a196	52809645	1
5abface75542990832d3a196	2080826	1
5ab9535a5542996be202047e	52262559	1
5ab9535a5542996be202047e	43794574	1
5ae1cf355542997f29b3c126	357525	1
5ae1cf355542997f29b3c126	1553486	1
5a7adaa35542992d025e670c	2222864	1
5a7adaa35542992d025e670c	129368	1
5a7df6e65542995f4f402353	205487	1
5a7df6e65542995f4f402353	359528	1
5ac4a7615542996feb3fe92a	24307501	1
5ac4a7615542996feb3fe92a	27498981	1
5a74ae6a55429916b01641c9	52454743	1
5a74ae6a55429916b01641c9	255556	1
5a73073d55429901807daf69	7679533	1
5a73073d55429901807daf69	57047	1
5ae195bf5542997b2ef7d207	215192	1
5ae195bf5542997b2ef7d207	561852	1
5ae4d1a355429913cc204513	1475688	1
5ae4d1a355429913cc204513	5726117	1
5a7905f555429974737f7947	36713543	1
5a7905f555429974737f7947	57400	1
5a7cf3d655429909bec768bf	5266543	1
5a7cf3d655429909bec768bf	714311	1
5a7268235542992359bc3081	17061149	1
5a7268235542992359bc3081	5129964	1
5ae14def55429901ffe4ae4a	959072	1
5ae14def55429901ffe4ae4a	61982	1
5ae00b9f554299025d62a3c3	37406980	1
5ae00b9f554299025d62a3c3	1023874	1
5ae608c15542992663a4f246	42097262	1
5ae608c15542992663a4f246	31365	1
5ab84bab55429934fafe6d49	18083724	1
5ab84bab55429934fafe6d49	6179618	1
5ae7a6da5542994a481bbdb9	22239407	1
5ae7a6da5542994a481bbdb9	2038519	1
5ab9bb8355429970cfb8eb8b	24626957	1
5ab9bb8355429970cfb8eb8b	14661857	1
5a7521c55542993748c897c6	35234176	1
5a7521c55542993748c897c6	1725747	1
5ac298f9554299657fa28fc9	1593800	1
5ac298f9554299657fa28fc9	3590967	1
