id,category,question_vi,question_en,answer_en,answer_vi_current,best_support_vi,gold_context_vi,answer_vi_corrected,notes
5a7f48e15542992e7d278ce6,A_likely_ok,Brad Elterman là một nhiếp ảnh gia chuyên nghiệp đã ghi lại phong cách sống rock 'n' roll của một ban nhạc được biết đến với điều gì?,Brad Elterman is a professional photographer who addressed the rock 'n' roll lifestyle of a band that became noted for what?,its eclectic mix of musical styles,sự pha trộn đầy đủ của các phong cách âm nhạc,"Họ cũng nổi tiếng vì sự đa dạng trong cách phối hợp âm nhạc kết hợp với disco, pop, reggae cùng với hip hop thời kỳ đầu.","Brad Elterman
Brad Elterman là một nhiếp ảnh gia chuyên nghiệp tại Beverly Hills, California, người đã đề cập đến lối sống rock 'n' roll ở Hollywood bao gồm các ban nhạc pop, punk và rock như The Faces với Rod Stewart, David Bowie, Robert Plant, Sex Pistols, The Runaways , Bebe Buell , Kiss , Queen , Blondie , Ramones , Bay City Rollers.
Blondie (nhóm nhạc)
Blondie là một ban nhạc rock người Mỹ được thành lập bởi ca sĩ Debbie Harry và tay guitar Chris Stein. Ban nhạc này là những tiên phong trong dòng new wave và punk tại Mỹ vào giữa đến cuối thập niên 1970s. Hai album đầu của họ mang nhiều yếu tố của các thể loại trên, mặc dù đạt thành công tại Anh Quốc và Úc nhưng Blondie vẫn chỉ được coi như một ban nhạc ngầm tại Mỹ cho đến khi phát hành ""Parallel Lines"" vào năm 1978. Trong ba năm tiếp theo, nhóm có nhiều đĩa đơn ăn khách như ""Call Me"", ""Rapture"" hay ""Heart of Glass"". Họ cũng nổi tiếng vì sự đa dạng trong cách phối hợp âm nhạc kết hợp với disco, pop, reggae cùng với hip hop thời kỳ đầu.",,
5a8481ba5542997175ce1ed4,A_likely_ok,Tagayasu sống ở thị trấn bị ném bom vào ngày nào?,Den Tagayasu lived in the town that was bombed on which dates?,9–10 March 1945,910 tháng 3 năm 1945,"Vào đêm 9-10 tháng 3 năm 1945, hoạt động Meetinghouse được tiến hành và được coi là vụ ném bom tàn khốc nhất trong lịch sử nhân loại.","Tên của Tagayasu
Den sinh năm 1931 tại khu Asakusa, Tokyo. Tên thật của ông là . Quê hương ông bị ném bom bởi máy bay Mỹ vào năm 1945 mặc dù ông và gia đình đã di tản về phía Nam đến nhà mẹ ở Kagoshima trước khi họ bị tấn công. Khi chiến tranh thế giới lần thứ hai kết thúc, Den trở lại Tokyo và bắt đầu học trung học mà hoàn thành vào năm 1952. Trong thời gian đi học trung học, Den đã tổ chức một cuộc đình công dẫn đến việc bãi nhiệm hiệu trưởng trường. Ông nghi ngờ kinh nghiệm tổ chức này có thể là yếu tố giúp ông được nhận vào Đại học Waseda do các sinh viên cánh tả quản lý. Trong thời gian theo học chuyên ngành văn chương Trung Quốc tại đây, ông cũng tham gia tích cực trong nhiều cuộc biểu tình bạo lực vào năm 1952 nên sau đó bị đuổi khỏi Đại học Waseda
Chiến dịch ném bom Tokyo
Thảm họa ném bom Tokyo (東京大空襲, Tōkyōdaikūshū) thường đề cập đến một loạt các cuộc không kích đốt phá của Không quân Lục quân Hoa Kỳ trong chiến dịch tại Thái Bình Dương trong Chiến tranh thế giới thứ hai. Vào đêm 9-10 tháng 3 năm 1945, hoạt động Meetinghouse được tiến hành và được coi là vụ ném bom tàn khốc nhất trong lịch sử nhân loại. Diện tích trung tâm Tokyo bị san phẳng lên tới 16 dặm vuông Mỹ, hơn một triệu người bị mất nhà cửa với khoảng 100.00 người dân thường thiệt mạng. Người Nhật gọi sự kiện này là Đêm tuyết đen",,
5add97c15542997545bbbd80,A_likely_ok,Cả Virginia Ruzici và Andy Murray đều tham gia môn thể thao nào?,In which sport does both Virginia Ruzici and Andy Murray participate?,professional tennis player,cầu thủ quần vợt chuyên nghiệp,"Sir Andrew Barron Murray, {'1': "", '2': """", '3': """", '4': ""} (sinh ngày 15 tháng 5 năm 1987) là một vận động viên quần vợt chuyên nghiệp người Anh từ Scotland hiện đang xếp thứ ba thế giới ở nội dung đơn nam.","Virginia Ruzici
Virginia Ruzici (sinh ngày 31 tháng 1 năm 1955) là một cựu vận động viên quần vợt chuyên nghiệp người Romania. Cô đã giành chức vô địch đơn nữ giải Pháp mở rộng năm 1978.
Andy Murray
Sir Andrew Barron Murray, {'1': "", '2': """", '3': """", '4': ""} (sinh ngày 15 tháng 5 năm 1987) là một vận động viên quần vợt chuyên nghiệp người Anh từ Scotland hiện đang xếp thứ ba thế giới ở nội dung đơn nam. Murray đại diện cho Vương quốc Anh trong các hoạt động thể thao của mình và là nhà vô địch giải đấu Grand Slam ba lần, hai lần vô địch Olympic, Nhà vô địch Davis Cup và nhà vô địch ATP World Tour Finals năm 2016.",,
5ae3e5d05542994393b9e79f,A_likely_ok,Tên của câu lạc bộ Devonshire được đặt theo tên của một nhà chính trị và chủ đất người Anh nào?,The Devonshire Club was named in honor of which British landowner and politician?,"William Cavendish, 7th Duke of Devonshire","William Cavendish, Công tước thứ 7 của Devonshire","William Cavendish, Công tước thứ 7 xứ Devonshire","Câu lạc bộ Devonshire
Câu lạc bộ Devonshire là một câu lạc bộ dành cho quý ông ở Luân Đôn được thành lập vào năm 1874 và bị giải thể vào năm 1976. Trong suốt thời gian tồn tại của nó, câu lạc bộ đặt trụ sở tại số 50 phố St James's Street. Câu lạc bộ tự do lớn nhất trong thời đại đó là Câu lạc bộ Reform, nhưng sau khi Đạo luật Cải cách năm 1868 mở rộng quyền bầu cử, danh sách chờ gia nhập từ các cử tri mới đã phát triển đến mức phải thành lập một câu lạc bộ mới để phục vụ những người tự do mới này. Tòa nhà hội nghị nằm ở phía Tây của đường phố St James's Street. Ban đầu dự định gọi nó là ""Câu lạc bộ cải cách trẻ"", theo mô hình của Câu lạc bộ Carlton trẻ được thành lập vào năm 1866, nhưng khiếu nại từ các thành viên của Câu lạc Bộ Cải Cách dẫn đến tên gọi Devonshire để vinh danh chủ tịch đầu tiên của họ, Công tước xứ Devonshire - một vị vua xuất thân từ dòng dõi lâu đời tự do.
William Cavendish, Công tước thứ 7 xứ Devonshire
William Cavendish, Công tước thứ 7 xứ Devonshire (27 tháng 4 năm 1808 – ngày 21 tháng 12 năm 1891), được phong làm Bá tước của Keighley từ năm 1831 đến năm 1834 và được biết đến với danh hiệu Bá tước Burlington từ năm 1834 đến năm 1858, là một nhà quý tộc chính trị gia, nhà tài phiệt và địa chủ người Anh.",,
5adf1c3f5542993a75d263ec,A_flexible_span,"Trong sáu lãnh thổ Tây Âu, ngôn ngữ hay đặc điểm văn hóa của người Celtic còn tồn tại ở đâu?",In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.","Brittany, Cornwall, Ireland, Isle of Man, Scotland và Wales.","Mục tiêu của nó là thúc đẩy các ngôn ngữ và văn hóa Celtic hiện đại và nghệ sĩ từ tất cả sáu quốc gia Celtic: Brittany, Cornwall, Ireland, Isle of Man , Scotland và Wales.","Lễ hội Pan Celtic
Lễ hội Pan Celtic (Irish: ""Féile Pan Cheilteach"" ) là một lễ hội âm nhạc ngôn ngữ Celtic được tổ chức hàng năm trong tuần sau Lễ Phục sinh, kể từ khi khai mạc vào năm 1971. Lễ hội Pan Celtic đầu tiên diễn ra tại Killarney, Quận Kerry, Ireland. Mục tiêu của nó là thúc đẩy các ngôn ngữ và văn hóa Celtic hiện đại và nghệ sĩ từ tất cả sáu quốc gia Celtic: Brittany, Cornwall, Ireland, Isle of Man , Scotland và Wales.
Các quốc gia Celtic
Các quốc gia Celtic là những vùng lãnh thổ tại Tây Âu nơi mà ngôn ngữ Celtic hay các đặc điểm văn hoá của họ đã tồn tại. Thuật ngữ “quốc gia” được sử dụng với ý nghĩa nguyên bản của nó để chỉ một dân tộc cùng chung một bản sắc và văn hoá, và được xác định bởi một lãnh thổ truyền thống.",,
5a82fe5055429966c78a6ad3,A_likely_ok,"The Company They Keep là một cuốn sách viết bởi Diana Pavlac Glyer, người là giáo sư tại một trường đại học ở Azusa, California, được thành lập năm 1899 và nằm dưới sự bảo trợ của tôn giáo nào?","The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,Cơ đốc giáo truyền giáo,Trường thần học của trường đại học này - Cao đẳng Thần Học Sau Đại Học - tuân theo thần học giáo lý Wesleyan-Arminian.,"Những người mà họ giao tiếp
The Company They Keep: C. S. Lewis và J. R. R. Tolkien như những nhà văn trong cộng đồng (2007) là một tác phẩm phi hư cấu được viết bởi Diana Pavlac Glyer, một học giả của nhóm Inklings và giáo sư tiếng Anh tại trường Đại học Azusa Pacific."" The Company They Keep"" thách thức quan niệm phổ biến rằng các thành viên của nhóm Inklings không ảnh hưởng đến nhau thông qua việc nghiên cứu chi tiết và hấp dẫn cả các tác phẩm đã xuất bản lẫn chưa xuất bản, cũng như các bài báo và thư từ được viết bởi J.R.R., C.,S Lewis, Charles Williams, Owen Barfield , Warren Lewis cùng những nhà văn ít tên tuổi khác thuộc nhóm Inklings
Đại học Azusa Pacific
Đại học Azusa Pacific (APU) là một trường đại học Cơ Đốc giáo Tin Lành tư nhân nằm gần thành phố Los Angeles ở vùng ngoại ô Azusa, California, Hoa Kỳ. Trường được thành lập vào năm 1899, với các lớp học mở cửa vào ngày 3 tháng Ba năm 1900 tại Whittier, California và bắt đầu cấp bằng cấp từ năm 1939. Trường thần học của trường đại học này - Cao đẳng Thần Học Sau Đại Học - tuân theo thần học giáo lý Wesleyan-Arminian. APU cung cấp hơn 100 chương trình liên kết cao đẳng, cử nhân, thạc sĩ và tiến sĩ trên khuôn viên chính và trực tuyến cũng như tại bảy địa điểm khu vực khác nhau trên khắp miền Nam California.",,
5ab973b35542996be20204fd,A_likely_ok,"Cuốn sách phi hư cấu ""Tìm Chandra"" là về một vụ ngoại tình giữa nạn nhân và một nghị sĩ có bằng B.B.A từ trường nào?","The non-fiction book ""Finding Chandra"" is about an affair between the victim and a congressman that holds a B.B.A from what school?",USC Marshall School of Business,Trường kinh doanh USC Marshall,Condit có bằng B.B.A từ Trường Kinh doanh Marshall thuộc Đại học Nam California.,"Tìm Chandra
Tìm Chandra: A True Washington Murder Mystery là một cuốn sách phi hư cấu của Scott Higham và Sari Horwitz, hai nhà báo điều tra đoạt giải Pulitzer tại tờ ""Washington Post"". Cuốn sách, phát hành vào tháng 5 năm 2010, ghi lại sự biến mất vào năm 2001 của nhân viên thực tập sinh Chandra Levy ở Washington, DC, người mà sau đó thi thể được tìm thấy một năm sau trong khu vực hẻo lánh của Công viên Rock Creek rộng 2800 mẫu Anh. Higham và Horwitz trình bày câu chuyện tường thuật chi tiết về vụ án Chandra và những yếu tố phức tạp liên quan đến nó – mối quan hệ tình cảm giữa nạn nhân với Nghị sĩ Gary Condit; sai sót từ lực lượng cảnh sát DC; cũng như sự giám sát không ngừng nghỉ từ giới truyền thông quốc gia.
Gary Condit
Gary Adrian Condit (sinh ngày 21 tháng 4 năm 1948) là một chính trị gia và thành viên của đảng Dân chủ phục vụ tại Hạ viện Mỹ từ năm 1989 đến năm 2003. Condit có bằng B.B.A từ Trường Kinh doanh Marshall thuộc Đại học Nam California. Ban đầu, Condit đại diện cho khu vực bầu cử quốc hội thứ 15 của tiểu bang California, sau đó là khu vực bầu cử quốc hội thứ 18 của tiểu bang California sau khi tái phân chia khu vực bầu cử theo kết quả điều tra dân số Hoa Kỳ vào năm",,
5a886b7555429938390d3f4d,A_likely_ok,Khi nào thì bữa tiệc được Cacareco truyền cảm hứng bắt đầu ở Canada?,When did the party inspired by Cacareco begin in Canada?,1960s,1960s,Đảng Khủng long Canada (1963–93),"Cacareco
Cacareco (1954-1962) là một con tê giác đen cái được trưng bày trong các vườn thú ở Brazil. Nó trở nên nổi tiếng khi tranh cử vào Hội đồng thành phố São Paulo năm 1958 với ý định phản đối tham nhũng chính trị. Các quan chức bầu cử không chấp nhận đơn ứng cử của Cacareco, nhưng bà đã giành được 100,000 phiếu bầu, nhiều hơn bất kỳ đảng nào khác trong cuộc bầu cử đó (cũng bị ảnh hưởng bởi tình trạng vắng mặt phổ biến). Ngày nay thuật ngữ ""voto Cacareco"" (""phiếu bầu Cacareco"") thường được dùng để mô tả những lá phiếu phản đối ở Brazil. Sự ra tranh cử của Cacareco đã truyền cảm hứng cho Đảng Tê Giác tại Canada do tê giác Cornelius the First đứng đầu trên danh nghĩa.
Đảng Khủng long Canada (1963–93)
Đảng Hươu cao cổ (tiếng Pháp: ""Parti Rhinocéros"") là một đảng chính trị đã từng được đăng ký hoạt động tại Canada từ những năm 1960 đến thập niên 1990. Hoạt động trong truyền thống châm biếm chính trị, tín điều cơ bản của Đảng Hươu cao cổ, cái mà họ gọi là lời hứa nguyên thủy, đó là “lời hứa không giữ bất kỳ lời hứa nào”. Sau đó họ đưa ra những kế hoạch phi lý và không thể thực hiện để làm vui và giải trí cho cử tri đi bầu chọn.",,
5ae608f2554299546bf83026,A_likely_ok,Dãy núi nào ở phía đông Bắc Mỹ mà Hamburg Mountains là một vùng của nó?,Which system of mountains in eastern North America is Hamburg Mountains a range region of,The Appalachian Mountains,Các ngọn núi Appalachian,Dãy núi Appalachian,"Dãy núi Hamburg (New Jersey)
Dãy núi Hamburg là một dãy của vùng New York-New Jersey Highlands thuộc dãy núi Appalachian. Đỉnh núi cao 1473 ft nằm trong Quận Sussex, New Jersey.
Dãy núi Appalachian
Dãy núi Appalachian (tiếng Pháp: les Appalaches), thường được gọi là dãy núi Appa, là một dãy núi ở phía đông Bắc Mỹ. Dãy núi Appa hình thành khoảng 480 triệu năm trước trong kỷ Ordovic. Trước khi bị xói mòn tự nhiên, nó từng có độ cao tương đương với dãy Alps và dãy Rocky Mountains. Dãy núi Appa tạo thành rào cản cho việc đi lại từ đông sang tây bởi vì những ngọn đồi và thung lũng xen kẽ theo hướng ngược lại hầu hết các con đường chạy từ đông sang tây.",,
5a78bc6b554299148911f979,A_likely_ok,Woman's Era và Naj là loại tạp chí gì?,Woman's Era and Naj are what kind of magazines?,fortnightly women interest magazine,tạp chí phụ nữ liên quan hai tuần,Woman's Era là một tạp chí hai tuần dành cho phụ nữ được xuất bản bằng tiếng Anh ở Ấn Độ.,"Thời đại của phụ nữ
Woman's Era là một tạp chí hai tuần dành cho phụ nữ được xuất bản bằng tiếng Anh ở Ấn Độ. Tạp chí này ra đời năm 1973 bởi Vishwanath dưới sự quản lý của ông ấy, Delhi Press. Tạp chí thuộc sở hữu và quyền quản lý của Delhi Press. Divesh Nath là biên tập trưởng của tạp chí từ năm 2002 đến nay.
Naj
Naj là một tạp chí tiếng Ba Lan bán hàng tuần về phong cách sống và dành cho phụ nữ được xuất bản tại Warsaw, Ba Lan.",,
5adfeb0555429942ec259b88,A_likely_ok,Cuộc bầu cử thị trưởng Detroit năm 2009 được tổ chức để thay thế cho một chính trị gia bị kết án vì tội,The Detroit mayoral elections of 2009 took place to fill the vacancy created by a politician who was sentenced to what?,four months in jail,4 tháng tù,Kilpatrick bị án tù bốn tháng và được thả ra trước thời hạn vì tốt nghiệp sớm sau khi thụ án được ba tháng rưỡi.,"Cuộc bầu cử thị trưởng Detroit, 2009
Cuộc bầu cử thị trưởng Detroit năm 2009 diễn ra vào ngày 5 tháng 5, với vòng sơ bộ vào ngày 24 tháng 2 năm 2009 để thay thế Kwame Kilpatrick sau khi ông từ chức.
Kwame Kilpatrick
Kwame Malik Kilpatrick (sinh ngày 8 tháng 6 năm 1970) là một chính trị gia Mỹ, từng làm dân biểu tại bang Michigan và thị trưởng thành phố Detroit từ năm 2002 đến năm 2008. Ông đã từ chức thị trưởng vào tháng Chín năm 2008 sau khi bị kết tội khai man và cản trở công lý. Kilpatrick bị án tù bốn tháng và được thả ra trước thời hạn vì tốt nghiệp sớm sau khi thụ án được ba tháng rưỡi.",,
5adfb10855429942ec259af9,A_likely_ok,Raiffeisen Zentralbank là cơ quan trung ương của một trong các nhóm ngân hàng hợp tác ở Áo. Tên của nhóm kia là gì?,Raiffeisen Zentralbank is the central institution of one a group of co-operative banks in Austria. What is the name of the other group?,Austrian Volksbanks,Ngân hàng Volksbanks Áo,Raiffeisen Zentralbank,"Raiffeisen Zentralbank
Raiffeisen Zentralbank Österreich AG là tổ chức trung ương của Tập đoàn Ngân hàng Raiffeisen Áo (RBG). Ngân hàng trung ương đã sáp nhập với chi nhánh của mình là Raiffeisen Bank International vào năm 2017.
Raiffeisen Bankengruppe (Áo)
Raiffeisen Bankengruppe là một trong hai nhóm ngân hàng hợp tác lớn nhất ở Áo (một nhóm còn lại là Ngân hàng Volksbanks của Áo).",,
5a7261635542997f8278398a,A_likely_ok,Thành phố mà Ingrida Ardišauskaitė sinh ra ở đâu trong vùng Litva?,Where is the city that Ingrida Ardišauskaitė was born in located in Lithuania?,a city in north-east Lithuania.,một thành phố ở phía đông bắc Lithuania.,Utena (; ) là một thành phố ở phía đông bắc Litva.,"Ingrida Ardišauskaitė
Ingrida Ardišauskaitė (sinh ngày 17 tháng 01 năm 1993 tại Utena, Lithuania) là vận động viên trượt tuyết băng đồng người Lithuania đã nghỉ hưu.
Utena
Utena (; ) là một thành phố ở phía đông bắc Litva. Đây là trung tâm hành chính của Utena district và Utena County. Utena là một trong những khu định cư lâu đời nhất của Litva. Tên gọi của thành phố có nguồn gốc từ tên con sông chảy qua đây, được biết đến từ năm 1261",,
5a7ec90055429934daa2fc66,A_likely_ok,Trong FC Sion mùa 2012-13 họ đưa vào Gennaro Gattuso và một cầu thủ hiện đang chơi cho đội bóng Scotland nào?,In the 2012-13 FC Sion they brought in Gennaro Gattuso and a player who now plays for what Scottish team?,Scottish Premiership club Hearts,Câu lạc bộ Premier League Scotland Hearts,Kyle Joseph George Lafferty (sinh ngày 16 tháng 9 năm 1987) là một cầu thủ bóng đá chuyên nghiệp người Bắc Ireland hiện đang thi đấu ở vị trí tiền đạo cho câu lạc bộ Hearts tại Giải Ngoại hạng Scotland và đội tuyển quốc gia Bắc Ireland.,"Mùa giải 2012–13 của FC Sion
Trong mùa giải 2012-13, Sion thi đấu ở Giải bóng đá vô địch quốc gia Thụy Sỹ và Cúp Quốc gia Thụy Sỹ. Trong kỳ chuyển nhượng hè họ đã đưa về cựu cầu thủ của đội tuyển Italia Gennaro Gattuso, cũng như Kyle Lafferty (cựu cầu thủ của Rangers). Ngoài ra họ còn mua một cầu thủ Brazil chưa được biết đến tên là Léo Itaperuna từ câu lạc bộ hạng 5 Arapongas và tiền đạo Mathieu Manset từ Reading.
Kyle Lafferty
Kyle Joseph George Lafferty (sinh ngày 16 tháng 9 năm 1987) là một cầu thủ bóng đá chuyên nghiệp người Bắc Ireland hiện đang thi đấu ở vị trí tiền đạo cho câu lạc bộ Hearts tại Giải Ngoại hạng Scotland và đội tuyển quốc gia Bắc Ireland.",,
5ab502ae5542991779162d4c,A_likely_ok,Chức vụ trong tòa án mà Giáo sư Luật tại Trung tâm Liên ngành ở Herzliya nắm giữ là gì?,What position in the court does the Professor of Law at the Interdisciplinary Center in Herzliya hold?,Supreme Court Judge,Thẩm phán Tòa án Tối cao,"Hai thành viên khác của ủy ban là Thẩm phán Tòa Tối cao Aharon Barak, và Thiếu tướng (hưu trí) Yona Efrat.","Ủy ban Kahan
Ủy ban Kahan (ועדת כהן), chính thức được biết đến với tên gọi Ủy ban Điều tra Sự kiện tại các trại tị nạn ở Beirut, là ủy ban do Chính phủ Israel thành lập vào ngày 28 tháng 9 năm 1982 để điều tra vụ thảm sát Sabra và Shatila (16-18 tháng 9 năm 1982). Uỷ ban Kahan do Chánh án Tòa Tối cao Yitzhak Kahan làm chủ tịch. Hai thành viên khác của ủy ban là Thẩm phán Tòa Tối cao Aharon Barak, và Thiếu tướng (hưu trí) Yona Efrat.
Aharon Barak
Aharon Barak (; sinh 16 tháng 9 năm 1936 với tên Aharon Brick) là một Giáo sư Luật tại Trung tâm Liên ngành ở Herzliya và giảng viên Luật tại Đại học Hebrew của Jerusalem, Trường Luật Yale, Đại học Trung Âu, Khoa Luật trường Đại học Georgetown và Khoa Luật của trường Đại học Toronto.",,
5a822a5e55429926c1cdae43,A_likely_ok,Charles Burnett và Alan J. Pakula có nghề nghiệp gì chung?,What occupations do Charles Burnett and Alan J. Pakula have in common?,"film director, film producer, writer","đạo diễn phim, nhà sản xuất phim, nhà văn",Charles Burnett (đạo diễn),"Charles Burnett (đạo diễn)
Charles Burnett (sinh ngày 13 tháng 4 năm 1944 tại Vicksburg, Mississippi) là một đạo diễn phim, nhà sản xuất phim, biên kịch, biên tập viên, diễn viên và nhiếp ảnh gia người Mỹ gốc Phi. Phim nổi tiếng nhất của ông bao gồm ""Killer of Sheep"" (năm 1978), ""My Brother's Wedding"" (năm 1983), ""To Sleep with Anger"" (năm 1990), ""The Glass Shield"" (năm 1994) và """"
Alan J. Pakula
Alan Jay Pakula (; 7 tháng 4 năm 1928 – ngày 19 tháng 11 năm 1998) là một đạo diễn, biên kịch và nhà sản xuất phim người Mỹ. Ông được đề cử cho ba giải Oscar: Phim hay nhất cho ""To Kill a Mockingbird"" (năm 1962), Đạo diễn xuất sắc nhất cho ""All the President's Men"" (năm 1976) và Kịch bản chuyển thể xuất sắc nhất cho ""Sophie's Choice"" (năm 1982).",,
5adf430e5542993a75d2645e,A_likely_ok,"Kênh nào, kênh Miami hay kênh Dundee cũng cung cấp thủy điện và nước cho sản xuất?","Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,Hãng Dundee,Kênh Dundee,"Kênh đào Miami
Kênh đào Miami, hay C-6 Canal, chảy từ hồ Okeechobee ở bang Florida của Hoa Kỳ đến tận nơi kết thúc tại sông Miami, chạy xuyên qua trung tâm thành phố Miami. Kênh đào này chảy theo hướng Nam và Đông Nam trong khoảng 77 dặm và đi qua ba quận: Broward, Palm Beach và Miami-Dade. Nó được xây dựng vào đầu thế kỷ 20 để thoát nước cho vùng Nông nghiệp Everglades (EAA).
Kênh Dundee
Kênh Dundee là một kênh đào công nghiệp tại Clifton và Passaic ở Quận Passaic, New Jersey. Nó được xây dựng từ năm 1858 đến 1861 và chạy song song với sông Passaic. Nó cung cấp thủy lực và nước cho sản xuất. Một số thành viên trong cộng đồng kinh doanh đã quan tâm đến việc sửa đổi kênh đào để hỗ trợ các mục đích điều hướng, nhưng kênh đào chưa bao giờ được sử dụng cho mục đích đó.",,
5a8e7c095542990e94052b22,A_likely_ok,Khi nào là thời điểm Tubman University được đặt tên theo vị tổng thống của nước đó?,When did the person for whom Tubman University was named serve as President of his country?,1944 until his death in 1971,1944 cho đến khi ông qua đời năm 1971,"Ông là Tổng thống thứ 19 của Liberia, tại nhiệm từ khi được bầu vào năm 1944 cho đến khi ông qua đời vào năm  1970.","Đại học Tubman
Đại học William V. S. Tubman, thường được gọi là Đại học Tubman, là một trường đại học công lập nằm tại Harper, Maryland County, Liberia. Trường đại học này được đặt tên theo William Tubman - Tổng thống thứ 19 của Liberia.
William Tubman
William Vacanarat Shadrach Tubman (29 tháng 11 năm 1895 – ngày 23 tháng 7 năm 1971) là một chính trị gia Liberia. Ông là Tổng thống thứ 19 của Liberia, tại nhiệm từ khi được bầu vào năm 1944 cho đến khi ông qua đời vào năm  1970.",,
5a88a42f554299206df2b317,A_likely_ok,Phong cách văn học mô tả cuốn sách năm 1968 có một chiếc xe buýt trường quốc tế Harvester năm 1939?,What literary style describes the 1968 book that features a 1939 international Harvester school bus?,the growing literary style called New Journalism,phong cách văn học ngày càng tăng gọi là New Journalism,Sách này được nhớ đến ngày nay như một ví dụ sớm nhất – và có lẽ là nổi tiếng nhất – của phong cách văn học đang phát triển mang tên New Journalism.,"Thêm xa nữa (xe buýt)
Further, còn được biết đến là Furthur, là chiếc xe buýt trường học International Harvester sản xuất năm 1939 mà tác giả Ken Kesey đã mua vào năm 1964 để chở nhóm ""Merry Band of Pranksters"" của ông đi du lịch khắp nước Mỹ và ghi lại những cuộc phiêu lưu phản văn hóa của họ. Do sự hỗn loạn trong chuyến đi và khó khăn trong việc chỉnh sửa, đoạn phim về chuyến hành trình này chưa từng được phát hành dưới dạng một bộ phim cho tới khi ra mắt bộ phim tài liệu Magic Trip năm 2011 - mặc dù chiếc xe buýt có vai trò nổi bật trong cuốn sách Electric Kool-Aid Acid Test của Tom Wolfe xuất bản năm 1968.
Thử nghiệm điện Kool-Aid
The Electric Kool-Aid Acid Test là một cuốn sách phi hư cấu của Tom Wolfe được xuất bản năm 1968. Sách này được nhớ đến ngày nay như một ví dụ sớm nhất – và có lẽ là nổi tiếng nhất – của phong cách văn học đang phát triển mang tên New Journalism. Wolfe trình bày chi tiết những trải nghiệm của Ken Kesey và nhóm Merry Pranksters, những người đã đi du lịch khắp nước Mỹ bằng chiếc xe buýt trường học nhiều màu sắc tên gọi ""Further"". Kesey cùng nhóm Pranksters trở nên nổi tiếng vì sử dụng LSD và các loại thuốc gây ảo giác khác với hy vọng đạt được sự đồng cảm giữa con người với nhau. Cuốn sách ghi lại những thử nghiệm Acid (những bữa tiệc mà trong đó có dùng Kool-Aid tẩm LSD để tạo ra trạng thái đồng cảm tập thể), cuộc gặp gỡ với những nhân vật (không)nổi tiếng thời đó, bao gồm cả tác giả nổi tiếng, Hells Angels, và ban nhạc The Grateful Dead; nó cũng mô tả việc lưu đày Kesey sang Mexico và vụ bắt giữ ông ta.",,
5a8a573355429970aeb7029a,A_likely_ok,"Bài ""hymn quốc ca không chính thức"" của Úc là nguồn gốc cho biệt danh của đội bóng đá nào?","The ""unofficial national anthem"" of Australia is the basis for the nickname of what soccer team?",Australian women's national soccer team,Đội bóng đá nữ quốc gia Úc,Đội tuyển bóng đá nữ quốc gia Úc,"Đội tuyển bóng đá nữ quốc gia Úc
Đội tuyển bóng đá nữ quốc gia Úc đại diện cho Úc trong các giải đấu bóng đá quốc tế cấp độ cao nhất. Đội được quản lý bởi cơ quan quản lý môn thể thao này tại Úc, Liên đoàn Bóng đá Úc (FFA), hiện đang là thành viên của Liên đoàn bóng đá châu Á (AFC) và Liên đoàn Bóng đá Đông Nam Á (AFF) từ khi rời khỏi Liên đoàn Bóng đá châu Đại Dương vào năm 2006. Tên gọi chính thức của đội tuyển là The Matildas (được đặt theo tên bài hát dân gian ""Waltzing Matilda""), trước đây từng được biết đến với cái tên Nữ Socceroos trước năm 1995. Người huấn luyện viên trưởng hiện tại của đội là Alen Stajcic.
Waltzing Matilda
Waltzing Matilda được xem là bài hát dân ca nổi tiếng nhất của Úc và từng được mô tả là quốc ca không chính thức của nước này.",,
5a74a62b55429916b01641a0,A_likely_ok,"Ai là phi hành gia sinh trước, Jean-François Clervoy hay Ulrich Walter?","Which astronaut, Jean-François Clervoy or Ulrich Walter, was born first?",Prof. Dr. Ulrich Hans Walter,Giáo sư Ulrich Hans Walter,Ulrich Walter,"Jean-François Clervoy
Jean-François André Clervoy (sinh ngày 19 tháng 11 năm 1958) là một kỹ sư người Pháp và là phi hành gia của CNES và ESA. Ông đã từng tham gia ba chuyến bay tàu con thoi NASA.
Ulrich Walter
Giáo sư Tiến sĩ Ulrich Hans Walter (sinh ngày 9 tháng 2 năm 1954) là một nhà vật lý/kỹ sư người Đức và là một phi hành gia cũ của DFVLR.",,
